fullname,namespace,field,in_core?,in_anthro?,in_bonsai?,in_botgarden?,in_fcart?,in_herbarium?,in_lhmc?,in_materials?,in_ohc?,in_publicart?
ns2:taxon_common:commonName,ns2:taxon_common,commonName,,y,y,y,,y,,,y,
ns2:taxon_common:commonNameLanguage,ns2:taxon_common,commonNameLanguage,,y,y,y,,y,,,y,
ns2:taxon_common:commonNameSource,ns2:taxon_common,commonNameSource,,y,y,y,,y,,,y,
ns2:taxon_common:commonNameSourceDetail,ns2:taxon_common,commonNameSourceDetail,,y,y,y,,y,,,y,
ns2:taxon_common:taxonAuthor,ns2:taxon_common,taxonAuthor,,y,y,y,,y,,,y,
ns2:taxon_common:taxonAuthorType,ns2:taxon_common,taxonAuthorType,,y,y,y,,y,,,y,
ns2:taxon_common:taxonCitation,ns2:taxon_common,taxonCitation,,y,y,y,,y,,,y,
ns2:taxon_common:taxonCurrency,ns2:taxon_common,taxonCurrency,,y,y,y,,,,,y,
ns2:taxon_common:taxonIsNamedHybrid,ns2:taxon_common,taxonIsNamedHybrid,,y,y,y,,y,,,y,
ns2:taxon_common:taxonNote,ns2:taxon_common,taxonNote,,y,y,y,,y,,,y,
ns2:taxon_common:taxonomicStatus,ns2:taxon_common,taxonomicStatus,,y,y,y,,y,,,y,
ns2:taxon_common:taxonRank,ns2:taxon_common,taxonRank,,y,y,y,,y,,,y,
ns2:taxon_common:taxonYear,ns2:taxon_common,taxonYear,,y,y,y,,y,,,y,
ns2:taxon_common:termDisplayName,ns2:taxon_common,termDisplayName,,y,y,y,,y,,,y,
ns2:taxon_common:termFlag,ns2:taxon_common,termFlag,,y,y,y,,y,,,y,
ns2:taxon_common:termFormattedDisplayName,ns2:taxon_common,termFormattedDisplayName,,y,y,y,,y,,,y,
ns2:taxon_common:termLanguage,ns2:taxon_common,termLanguage,,y,y,y,,y,,,y,
ns2:taxon_common:termPrefForLang,ns2:taxon_common,termPrefForLang,,y,y,y,,y,,,y,
ns2:taxon_common:termQualifier,ns2:taxon_common,termQualifier,,y,y,y,,y,,,y,
ns2:taxon_common:termSource,ns2:taxon_common,termSource,,y,y,y,,y,,,y,
ns2:taxon_common:termSourceDetail,ns2:taxon_common,termSourceDetail,,y,y,y,,y,,,y,
ns2:taxon_common:termSourceID,ns2:taxon_common,termSourceID,,y,y,y,,y,,,y,
ns2:taxon_common:termSourceNote,ns2:taxon_common,termSourceNote,,y,y,y,,y,,,y,
ns2:taxon_common:termStatus,ns2:taxon_common,termStatus,,y,y,y,,y,,,y,
ns2:taxon_common:termType,ns2:taxon_common,termType,,y,y,y,,y,,,y,
ns2:taxon_herbarium:relatedTerm,ns2:taxon_herbarium,relatedTerm,,,,,,y,,,,
ns2:taxon_herbarium:relatedTermSource,ns2:taxon_herbarium,relatedTermSource,,,,,,y,,,,
ns2:taxon_herbarium:relatedTermSourceDetail,ns2:taxon_herbarium,relatedTermSourceDetail,,,,,,y,,,,
ns2:taxon_herbarium:relatedTermType,ns2:taxon_herbarium,relatedTermType,,,,,,y,,,,
ns2:taxon_herbarium:taxonBasionym,ns2:taxon_herbarium,taxonBasionym,,,,,,y,,,,
ns2:taxon_herbarium:taxonFamily,ns2:taxon_herbarium,taxonFamily,,,,,,y,,,,
ns2:taxon_herbarium:taxonMajorGroup,ns2:taxon_herbarium,taxonMajorGroup,,,,,,y,,,,
ns2:uoc_common:authorizationDate,ns2:uoc_common,authorizationDate,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:authorizationNote,ns2:uoc_common,authorizationNote,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:authorizedBy,ns2:uoc_common,authorizedBy,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:endDate,ns2:uoc_common,endDate,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:location,ns2:uoc_common,location,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:method,ns2:uoc_common,method,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:note,ns2:uoc_common,note,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:provisos,ns2:uoc_common,provisos,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:referenceNumber,ns2:uoc_common,referenceNumber,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:result,ns2:uoc_common,result,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:startSingleDate,ns2:uoc_common,startSingleDate,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:title,ns2:uoc_common,title,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:user,ns2:uoc_common,user,y,y,y,y,y,y,y,y,y,y
ns2:uoc_common:userType,ns2:uoc_common,userType,y,y,y,y,y,y,y,y,y,y
ns2:valuationcontrols_common:valuationcontrolRefNumber,ns2:valuationcontrols_common,valuationcontrolRefNumber,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_common:valueAmount,ns2:valuationcontrols_common,valueAmount,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_common:valueCurrency,ns2:valuationcontrols_common,valueCurrency,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_common:valueDate,ns2:valuationcontrols_common,valueDate,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_common:valueNote,ns2:valuationcontrols_common,valueNote,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_common:valueRenewalDate,ns2:valuationcontrols_common,valueRenewalDate,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_common:valueSource,ns2:valuationcontrols_common,valueSource,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_common:valueType,ns2:valuationcontrols_common,valueType,y,y,y,y,y,y,y,,y,y
ns2:valuationcontrols_publicart:insuranceNote,ns2:valuationcontrols_publicart,insuranceNote,,,,,,,,,,y
ns2:valuationcontrols_publicart:insurancePolicyNumber,ns2:valuationcontrols_publicart,insurancePolicyNumber,,,,,,,,,,y
ns2:valuationcontrols_publicart:insuranceRenewalDate,ns2:valuationcontrols_publicart,insuranceRenewalDate,,,,,,,,,,y
ns2:valuationcontrols_publicart:insurer,ns2:valuationcontrols_publicart,insurer,,,,,,,,,,y
ns2:valuationcontrols_publicart:valueSourceRole,ns2:valuationcontrols_publicart,valueSourceRole,,,,,,,,,,y
ns2:works_common:addressCountry,ns2:works_common,addressCountry,y,y,y,y,y,y,,y,y,y
ns2:works_common:addressMunicipality,ns2:works_common,addressMunicipality,y,y,y,y,y,y,,y,y,y
ns2:works_common:addressPlace1,ns2:works_common,addressPlace1,y,y,y,y,y,y,,y,y,y
ns2:works_common:addressPlace2,ns2:works_common,addressPlace2,y,y,y,y,y,y,,y,y,y
ns2:works_common:addressPostCode,ns2:works_common,addressPostCode,y,y,y,y,y,y,,y,y,y
ns2:works_common:addressStateOrProvince,ns2:works_common,addressStateOrProvince,y,y,y,y,y,y,,y,y,y
ns2:works_common:addressType,ns2:works_common,addressType,y,y,y,y,y,y,,y,y,y
ns2:works_common:creator,ns2:works_common,creator,y,y,y,y,y,y,,y,y,y
ns2:works_common:creatorType,ns2:works_common,creatorType,y,y,y,y,y,y,,y,y,y
ns2:works_common:publisher,ns2:works_common,publisher,y,y,y,y,y,y,,y,y,
ns2:works_common:publisherType,ns2:works_common,publisherType,y,y,y,y,y,y,,y,y,
ns2:works_common:termDisplayName,ns2:works_common,termDisplayName,y,y,y,y,y,y,,y,y,y
ns2:works_common:termFlag,ns2:works_common,termFlag,y,y,y,y,y,y,,y,y,y
ns2:works_common:termLanguage,ns2:works_common,termLanguage,y,y,y,y,y,y,,y,y,y
ns2:works_common:termName,ns2:works_common,termName,y,y,y,y,y,y,,y,y,y
ns2:works_common:termPrefForLang,ns2:works_common,termPrefForLang,y,y,y,y,y,y,,y,y,y
ns2:works_common:termQualifier,ns2:works_common,termQualifier,y,y,y,y,y,y,,y,y,y
ns2:works_common:termSource,ns2:works_common,termSource,y,y,y,y,y,y,,y,y,y
ns2:works_common:termSourceDetail,ns2:works_common,termSourceDetail,y,y,y,y,y,y,,y,y,y
ns2:works_common:termSourceID,ns2:works_common,termSourceID,y,y,y,y,y,y,,y,y,y
ns2:works_common:termSourceNote,ns2:works_common,termSourceNote,y,y,y,y,y,y,,y,y,y
ns2:works_common:termStatus,ns2:works_common,termStatus,y,y,y,y,y,y,,y,y,y
ns2:works_common:termType,ns2:works_common,termType,y,y,y,y,y,y,,y,y,y
ns2:works_common:workDate,ns2:works_common,workDate,y,y,y,y,y,y,,y,y,y
ns2:works_common:workHistoryNote,ns2:works_common,workHistoryNote,y,y,y,y,y,y,,y,y,
ns2:works_common:workType,ns2:works_common,workType,y,y,y,y,y,y,,y,y,y
rel:relations-common-list:relation-list-item,rel:relations-common-list,relation-list-item,y,y,y,y,y,y,y,y,y,y
