profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.staffRole,Use of Collections Information,Staff,Staff role,staffGroupList > staffGroup,staffRole,string,n,n,y,vocabulary: uocstaffroles,""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.staffHours,Use of Collections Information,Staff,Staff hours spent,staffGroupList > staffGroup,staffHours,float,n,n,y,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.staffNote,Use of Collections Information,Staff,Staff note,staffGroupList > staffGroup,staffNote,string,n,n,y,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.location,Use of Collections Information,"",Location,locationList,location,string,n,y,n,authority: organization/local; authority: place/local; authority: location/local,""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feeCurrency,Use of Collections Information,Fee charged,Fee currency,feeGroupList > feeGroup,feeCurrency,string,n,n,y,vocabulary: currency,""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feeValue,Use of Collections Information,Fee charged,Fee value,feeGroupList > feeGroup,feeValue,float,n,n,y,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feePaid,Use of Collections Information,Fee charged,Fee paid,feeGroupList > feeGroup,feePaid,boolean,n,n,y,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feeNote,Use of Collections Information,Fee charged,Fee note,feeGroupList > feeGroup,feeNote,string,n,n,y,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.note,Use of Collections Information,"",Note,"",note,string,n,n,n/a,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.provisos,Use of Collections Information,"",Provisos,"",provisos,string,n,n,n/a,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.obligationsFulfilled,Use of Collections Information,"",Obligations fulfilled,"",obligationsFulfilled,boolean,n,n,n/a,"",""
bonsai_4_1_1,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.result,Use of Collections Information,"",Result,"",result,string,n,n,n/a,"",""
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valuationcontrolRefNumber,Object Valuation Information,"",Reference number,"",valuationcontrolRefNumber,string,y,n,n/a,"",""
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valueCurrency,Object Valuation Information,Amount,Amount currency,valueAmountsList > valueAmounts,valueCurrency,string,n,n,y,vocabulary: currency,""
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valueAmount,Object Valuation Information,Amount,Amount value,valueAmountsList > valueAmounts,valueAmount,float,n,n,y,"",""
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valueDate,Object Valuation Information,"",Date,"",valueDate,date,n,n,n/a,"",""
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valueRenewalDate,Object Valuation Information,"",Renewal date,"",valueRenewalDate,date,n,n,n/a,"",""
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valueSource,Object Valuation Information,"",Source,"",valueSource,string,n,n,n/a,authority: person/local; authority: organization/local,""
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valueType,Object Valuation Information,"",Type,"",valueType,string,n,n,n/a,option list: valueTypes,"Current Value, Original Value, Replacement Value"
bonsai_4_1_1,valuation,ns2:valuationcontrols_common,ns2:valuationcontrols_common,valuationcontrols_common.valueNote,Object Valuation Information,"",Note,"",valueNote,string,n,n,n/a,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termDisplayName,Work Information,Term,Term display name,workTermGroupList > workTermGroup,termDisplayName,string,y,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termName,Work Information,Term,Term name,workTermGroupList > workTermGroup,termName,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termQualifier,Work Information,Term,Term qualifier,workTermGroupList > workTermGroup,termQualifier,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termStatus,Work Information,Term,Term status,workTermGroupList > workTermGroup,termStatus,string,n,n,y,option list: workTermStatuses,"complete, inprogress, quickaddedneedsattention"
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termType,Work Information,Term,Term type,workTermGroupList > workTermGroup,termType,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termFlag,Work Information,Term,Term flag,workTermGroupList > workTermGroup,termFlag,string,n,n,y,vocabulary: worktermflag,""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termLanguage,Work Information,Term,Term language,workTermGroupList > workTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termPrefForLang,Work Information,Term,Term preferred for lang,workTermGroupList > workTermGroup,termPrefForLang,boolean,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termSource,Work Information,Term > Source,Term source name,workTermGroupList > workTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termSourceDetail,Work Information,Term > Source,Term source detail,workTermGroupList > workTermGroup,termSourceDetail,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termSourceID,Work Information,Term > Source,Term source ID,workTermGroupList > workTermGroup,termSourceID,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.termSourceNote,Work Information,Term > Source,Term source note,workTermGroupList > workTermGroup,termSourceNote,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.workType,Work Information,"",Work type,"",workType,string,n,n,n/a,vocabulary: worktype,""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.workDateGroup,Work Information,"",Work date,workDateGroupList,workDateGroup,structured date group,n,y,n,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.workHistoryNote,Work Information,"",History note,"",workHistoryNote,string,n,n,n/a,"",""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.creator,Work Information,Creator,Creator name,creatorGroupList > creatorGroup,creator,string,n,n,y,authority: person/local; authority: organization/local,""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.creatorType,Work Information,Creator,Creator type,creatorGroupList > creatorGroup,creatorType,string,n,n,y,vocabulary: workcreatortype,""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.publisher,Work Information,Publisher,Publisher name,publisherGroupList > publisherGroup,publisher,string,n,n,y,authority: person/local; authority: organization/local,""
bonsai_4_1_1,work,ns2:works_common,ns2:works_common,works_common.publisherType,Work Information,Publisher,Publisher type,publisherGroupList > publisherGroup,publisherType,string,n,n,y,vocabulary: workpublishertype,""
bonsai_4_1_1,work,ns2:works_common,ext.address,ext.address.addressPlace1,Work Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ext.address,ext.address.addressPlace2,Work Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ext.address,ext.address.addressMunicipality,Work Information,"",Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,""
bonsai_4_1_1,work,ns2:works_common,ext.address,ext.address.addressStateOrProvince,Work Information,"",Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,""
bonsai_4_1_1,work,ns2:works_common,ext.address,ext.address.addressPostCode,Work Information,"",Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
bonsai_4_1_1,work,ns2:works_common,ext.address,ext.address.addressCountry,Work Information,"",Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,""
bonsai_4_1_1,work,ns2:works_common,ext.address,ext.address.addressType,Work Information,"",Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termDisplayName,Taxonomic Name Information,Term,Term display name,taxonTermGroupList > taxonTermGroup,termDisplayName,string,y,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termFormattedDisplayName,Taxonomic Name Information,Term,Formatted display name,taxonTermGroupList > taxonTermGroup,termFormattedDisplayName,string,n,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termQualifier,Taxonomic Name Information,Term,Term qualifier,taxonTermGroupList > taxonTermGroup,termQualifier,string,n,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termStatus,Taxonomic Name Information,Term,Term status,taxonTermGroupList > taxonTermGroup,termStatus,string,n,n,y,option list: taxonTermStatuses,"accepted, provisional, rejected, under review"
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termType,Taxonomic Name Information,Term,Term type,taxonTermGroupList > taxonTermGroup,termType,string,n,n,y,option list: taxonTermTypes,"alternate descriptor, descriptor, used for term"
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termFlag,Taxonomic Name Information,Term,Term flag,taxonTermGroupList > taxonTermGroup,termFlag,string,n,n,y,vocabulary: taxontermflag,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonomicStatus,Taxonomic Name Information,Term,Taxonomic status,taxonTermGroupList > taxonTermGroup,taxonomicStatus,string,n,n,y,option list: taxonomicStatuses,"accepted, invalid, misapplied name, valid"
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termLanguage,Taxonomic Name Information,Term,Term language,taxonTermGroupList > taxonTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termPrefForLang,Taxonomic Name Information,Term,Term preferred for lang,taxonTermGroupList > taxonTermGroup,termPrefForLang,boolean,n,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSource,Taxonomic Name Information,Term > Source,Term source name,taxonTermGroupList > taxonTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceDetail,Taxonomic Name Information,Term > Source,Term source detail,taxonTermGroupList > taxonTermGroup,termSourceDetail,string,n,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceID,Taxonomic Name Information,Term > Source,Term source ID,taxonTermGroupList > taxonTermGroup,termSourceID,string,n,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceNote,Taxonomic Name Information,Term > Source,Term source note,taxonTermGroupList > taxonTermGroup,termSourceNote,string,n,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonRank,Taxonomic Name Information,"",Rank,"",taxonRank,string,n,n,n/a,option list: taxonRanks,"class, division, domain, family, genus, kingdom, order, phylum, species"
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonCurrency,Taxonomic Name Information,"",Currency,"",taxonCurrency,string,n,n,n/a,option list: taxonCurrencies,"archaic, current, obsolete"
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonAuthor,Taxonomic Name Information,Author,Author name,taxonAuthorGroupList > taxonAuthorGroup,taxonAuthor,string,n,n,y,authority: person/local; authority: organization/local,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonAuthorType,Taxonomic Name Information,Author,Author type,taxonAuthorGroupList > taxonAuthorGroup,taxonAuthorType,string,n,n,y,option list: taxonAuthorTypes,"ascribed, parenthetical"
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonYear,Taxonomic Name Information,"",Year,"",taxonYear,string,n,n,n/a,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonIsNamedHybrid,Taxonomic Name Information,"",Is named hybrid,"",taxonIsNamedHybrid,boolean,n,n,n/a,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonCitation,Taxonomic Name Information,"",Citation,taxonCitationList,taxonCitation,string,n,y,n,authority: citation/local; authority: citation/worldcat,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonNote,Taxonomic Name Information,"",Note,"",taxonNote,string,n,n,n/a,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonName,Taxonomic Name Information,Common name,Common name,commonNameGroupList > commonNameGroup,commonName,string,n,n,y,"",""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameLanguage,Taxonomic Name Information,Common name,Common name language,commonNameGroupList > commonNameGroup,commonNameLanguage,string,n,n,y,vocabulary: languages,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSource,Taxonomic Name Information,Common name,Common name source,commonNameGroupList > commonNameGroup,commonNameSource,string,n,n,y,authority: citation/local,""
bonsai_4_1_1,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSourceDetail,Taxonomic Name Information,Common name,Common name source detail,commonNameGroupList > commonNameGroup,commonNameSourceDetail,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termDisplayName,Citation Information,Term,Term display name,citationTermGroupList > citationTermGroup,termDisplayName,string,y,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termStatus,Citation Information,Term,Term status,citationTermGroupList > citationTermGroup,termStatus,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review"
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termType,Citation Information,Term,Term type,citationTermGroupList > citationTermGroup,termType,string,n,n,y,vocabulary: citationtermtype,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termFlag,Citation Information,Term,Term flag,citationTermGroupList > citationTermGroup,termFlag,string,n,n,y,vocabulary: citationtermflag,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termLanguage,Citation Information,Term,Term language,citationTermGroupList > citationTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termPrefForLang,Citation Information,Term,Term preferred for lang,citationTermGroupList > citationTermGroup,termPrefForLang,boolean,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termFullCitation,Citation Information,Term,Term full citation,citationTermGroupList > citationTermGroup,termFullCitation,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termTitle,Citation Information,Term,Term title,citationTermGroupList > citationTermGroup,termTitle,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termSubTitle,Citation Information,Term,Term subtitle,citationTermGroupList > citationTermGroup,termSubTitle,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termSectionTitle,Citation Information,Term,Term section title,citationTermGroupList > citationTermGroup,termSectionTitle,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termVolume,Citation Information,Term,Term volume,citationTermGroupList > citationTermGroup,termVolume,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termIssue,Citation Information,Term,Term issue,citationTermGroupList > citationTermGroup,termIssue,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termSource,Citation Information,Term > Source,Term source name,citationTermGroupList > citationTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceDetail,Citation Information,Term > Source,Term source detail,citationTermGroupList > citationTermGroup,termSourceDetail,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceID,Citation Information,Term > Source,Term source ID,citationTermGroupList > citationTermGroup,termSourceID,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceNote,Citation Information,Term > Source,Term source note,citationTermGroupList > citationTermGroup,termSourceNote,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.publisher,Citation Information,Publication,Publisher,citationPublicationInfoGroupList > citationPublicationInfoGroup,publisher,string,n,n,y,authority: organization/local,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationPlace,Citation Information,Publication,Publication place,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationPlace,string,n,n,y,authority: place/local; authority: place/tgn,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationDate,Citation Information,Publication,Publication date,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationDate,structured date group,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.edition,Citation Information,Publication,Publication edition,citationPublicationInfoGroupList > citationPublicationInfoGroup,edition,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.pages,Citation Information,Publication,Publication page(s),citationPublicationInfoGroupList > citationPublicationInfoGroup,pages,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.agent,Citation Information,Agent,Agent name,citationAgentInfoGroupList > citationAgentInfoGroup,agent,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.role,Citation Information,Agent,Agent role,citationAgentInfoGroupList > citationAgentInfoGroup,role,string,n,n,y,vocabulary: agentinfotype,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.note,Citation Information,Agent,Agent note,citationAgentInfoGroupList > citationAgentInfoGroup,note,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.citationNote,Citation Information,"",Note,"",citationNote,string,n,n,n/a,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.resourceIdent,Citation Information,Resource identifier,Resource identifier,citationResourceIdentGroupList > citationResourceIdentGroup,resourceIdent,string,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.type,Citation Information,Resource identifier,Resource identifier type,citationResourceIdentGroupList > citationResourceIdentGroup,type,string,n,n,y,vocabulary: resourceidtype,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.captureDate,Citation Information,Resource identifier,Resource identifier capture date,citationResourceIdentGroupList > citationResourceIdentGroup,captureDate,structured date group,n,n,y,"",""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.relatedTerm,Citation Information,Related term,Related term,citationRelatedTermsGroupList > citationRelatedTermsGroup,relatedTerm,string,n,n,y,authority: concept/associated; authority: concept/activity; authority: concept/material,""
herbarium_1_1_1,citation,ns2:citations_common,ns2:citations_common,citations_common.relationType,Citation Information,Related term,Related term type,citationRelatedTermsGroupList > citationRelatedTermsGroup,relationType,string,n,n,y,vocabulary: relationtypetype,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNumber,Object Identification Information,"",Identification number,"",objectNumber,string,y,n,n/a,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.collection,Object Identification Information,"",Collection,"",collection,string,n,n,n/a,option list: collections,"library-collection, permanent-collection, study-collection, teaching-collection"
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.namedCollection,Object Identification Information,"",Named collection,namedCollections,namedCollection,string,n,y,n,authority: work/local,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationTaxon,Object Identification Information,Determination history > Taxonomic identification,Taxonomic identification scientific name,determinationHistoryGroupList > determinationHistoryGroup,determinationTaxon,string,n,n,y,authority: taxon/local,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationQualifier,Object Identification Information,Determination history > Taxonomic identification,Taxonomic identification qualifier,determinationHistoryGroupList > determinationHistoryGroup,determinationQualifier,string,n,n,y,vocabulary: taxonqualifier,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationBy,Object Identification Information,Determination history > Identification by,Taxonomic identification by,determinationHistoryGroupList > determinationHistoryGroup,determinationBy,string,n,n,y,authority: person/local,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationDateGroup,Object Identification Information,Determination history > Identification by,Taxonomic identification date,determinationHistoryGroupList > determinationHistoryGroup,determinationDateGroup,structured date group,n,n,y,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationInstitution,Object Identification Information,Determination history > Identification by,Taxonomic identification institution,determinationHistoryGroupList > determinationHistoryGroup,determinationInstitution,string,n,n,y,authority: organization/local,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationKind,Object Identification Information,Determination history,Taxonomic identification kind,determinationHistoryGroupList > determinationHistoryGroup,determinationKind,string,n,n,y,vocabulary: taxonkind,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationReference,Object Identification Information,Determination history > Reference,Taxonomic identification reference source,determinationHistoryGroupList > determinationHistoryGroup,determinationReference,string,n,n,y,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationRefPage,Object Identification Information,Determination history > Reference,Taxonomic identification reference page,determinationHistoryGroupList > determinationHistoryGroup,determinationRefPage,string,n,n,y,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.determinationNote,Object Identification Information,Determination history,Taxonomic identification note,determinationHistoryGroupList > determinationHistoryGroup,determinationNote,string,n,n,y,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.localName,Object Identification Information,Local name,Local name,localNameGroupList > localNameGroup,localName,string,n,n,y,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.localNameLanguage,Object Identification Information,Local name,Local name language,localNameGroupList > localNameGroup,localNameLanguage,string,n,n,y,vocabulary: languages,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.herbHybridParent,Object Identification Information,Hybrid parent,Hybrid parent name,herbHybridParentGroupList > herbHybridParentGroup,herbHybridParent,string,n,n,y,authority: taxon/local; authority: taxon/common,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.herbHybridParentQualifier,Object Identification Information,Hybrid parent,Hybrid parent qualifier,herbHybridParentGroupList > herbHybridParentGroup,herbHybridParentQualifier,string,n,n,y,vocabulary: hybridparentqualifier,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.hybridName,Object Identification Information,"",Hybrid name,"",hybridName,string,n,n,n/a,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.labelHeader,Object Identification Information,"",Label header,"",labelHeader,string,n,n,n/a,authority: concept/labeltext,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.labelFooter,Object Identification Information,"",Label footer,"",labelFooter,string,n,n,n/a,authority: concept/labeltext,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.sheetNumber,Object Identification Information,"",Sheet number,"",sheetNumber,integer,n,n,n/a,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.sheetCount,Object Identification Information,"",Sheet count,"",sheetCount,integer,n,n,n/a,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.briefDescription,Object Identification Information,"",Brief description,briefDescriptions,briefDescription,string,n,y,n,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.publishTo,Object Identification Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary: publishto,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberValue,Object Identification Information,Other number,Other number,otherNumberList > otherNumber,numberValue,string,n,n,y,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberType,Object Identification Information,Other number,Other number type,otherNumberList > otherNumber,numberType,string,n,n,y,option list: numberTypes,"lender, obsolete, previous, serial, unknown"
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.comment,Object Identification Information,"",Comment,comments,comment,string,n,y,n,"",""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inventoryStatus,Object Identification Information,"",Inventory status,inventoryStatusList,inventoryStatus,string,n,y,n,vocabulary: inventorystatus,""
herbarium_1_1_1,collectionobject,ns2:collectionobjects_herbarium,ns2:collectionobjects_herbarium,collectionobjects_herbarium.herbTypeSpecimenKind,Object Identification Information,Type specimen,Type specimen kind,herbTypeSpecimenGroupList > herbTypeSpecimenGroup,herbTypeSpecimenKind,string,n,n,y,vocabulary: typespecimenkind,""
