profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Acquisition Information,Accession date,Represented dates computed,accessionDateGroup,scalarValuesComputed,boolean,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Acquisition Information,Acquisition date,Display date,acquisitionDateGroupList > acquisitionDateGroup,dateDisplayDate,string,n,n,y,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Acquisition Information,Acquisition date,Display date,acquisitionDateGroupList > acquisitionDateGroup,dateDisplayDate,string,n,n,y,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.datePeriod,Acquisition Information,Acquisition date,Period,acquisitionDateGroupList > acquisitionDateGroup,datePeriod,string,n,n,y,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.datePeriod,Acquisition Information,Acquisition date,Period,acquisitionDateGroupList > acquisitionDateGroup,datePeriod,string,n,n,y,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateAssociation,Acquisition Information,Acquisition date,Association,acquisitionDateGroupList > acquisitionDateGroup,dateAssociation,string,n,n,y,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateAssociation,Acquisition Information,Acquisition date,Association,acquisitionDateGroupList > acquisitionDateGroup,dateAssociation,string,n,n,y,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateNote,Acquisition Information,Acquisition date,Note,acquisitionDateGroupList > acquisitionDateGroup,dateNote,string,n,n,y,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateNote,Acquisition Information,Acquisition date,Note,acquisitionDateGroupList > acquisitionDateGroup,dateNote,string,n,n,y,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Acquisition Information,Acquisition date,Earliest/single year,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleYear,integer,n,n,y,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Acquisition Information,Acquisition date,Earliest/single year,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleYear,integer,n,n,y,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Acquisition Information,Acquisition date,Earliest/single month,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleMonth,integer,n,n,y,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Acquisition Information,Acquisition date,Earliest/single month,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleMonth,integer,n,n,y,"",""
